timestamp_utc,elapsed_seconds,phase,gpu_index,gpu_uuid,utilization_pct,power_w,memory_used_mib,memory_total_mib,temperature_c
2026-09-11T04:16:49Z,116.98931637599998,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,100.0,41.28,205.0,15360.0,59.0
2026-09-11T04:16:51Z,119.03555225199995,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.7,205.0,15360.0,60.0
2026-09-11T04:16:51Z,119.03558495600004,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,100.0,41.38,205.0,15360.0,60.0
2026-09-11T04:16:53Z,121.082920043,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.7,205.0,15360.0,61.0
2026-09-11T04:16:53Z,121.08296696199994,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,100.0,41.48,205.0,15360.0,60.0
2026-09-11T04:16:55Z,123.12950264900002,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.8,205.0,15360.0,61.0
2026-09-11T04:16:55Z,123.129537331,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,100.0,41.58,205.0,15360.0,61.0
2026-09-11T04:16:57Z,125.17547293199999,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.9,205.0,15360.0,61.0
2026-09-11T04:16:57Z,125.175545892,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,100.0,41.58,205.0,15360.0,61.0
2026-09-11T04:16:59Z,127.22400517099999,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.8,205.0,15360.0,61.0
2026-09-11T04:16:59Z,127.22405529199995,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,36.19,205.0,15360.0,61.0
2026-09-11T04:17:01Z,129.27763462900003,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,29.02,205.0,15360.0,61.0
2026-09-11T04:17:01Z,129.27768515399993,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,27.45,205.0,15360.0,60.0
2026-09-11T04:17:03Z,131.32895866400003,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.9,205.0,15360.0,61.0
2026-09-11T04:17:03Z,131.32902399099993,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,27.35,205.0,15360.0,60.0
2026-09-11T04:17:05Z,133.42353755599999,cpu:hog_features,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.92,657.0,15360.0,61.0
2026-09-11T04:17:05Z,133.42358990099996,cpu:hog_features,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,100.0,28.72,657.0,15360.0,60.0
2026-09-11T04:17:07Z,135.509637307,cpu:hog_features,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,29.0,657.0,15360.0,61.0
